id,label
32508,False
32509,False
32510,False
32511,False
32512,False
32513,False
32514,False
32515,False
32516,False
32517,False
32518,False
32519,False
32520,True
32521,False
32522,False
32523,False
32524,False
32525,False
32526,False
32527,False
32528,False
32529,False
32530,False
32531,False
32532,False
32533,False
32534,False
32535,False
32536,False
32537,False
32538,False
32539,False
32540,False
32541,False
32542,False
32543,False
32544,False
32545,False
32546,False
32547,False
32548,False
32549,False
32550,False
32551,False
32552,False
32553,True
32554,False
32555,False
32556,False
32557,False
32558,False
32559,False
32560,False
32561,False
32562,False
32563,False
32564,False
32565,False
32566,False
32567,True
32568,False
32569,True
32570,False
32571,False
32572,False
32573,False
32574,True
32575,False
32576,False
32577,False
32578,False
32579,False
32580,False
32581,False
32582,False
32583,False
32584,False
32585,False
32586,False
32587,False
32588,False
32589,False
32590,False
32591,True
32592,False
32593,False
32594,False
32595,False
32596,False
32597,False
32598,False
32599,False
32600,False
32601,False
32602,False
32603,False
32604,False
32605,False
32606,True
32607,False
32608,False
32609,False
32610,False
32611,False
32612,False
32613,False
32614,False
32615,False
32616,False
32617,False
32618,False
32619,False
32620,False
32621,False
32622,False
32623,False
32624,False
32625,False
32626,True
32627,False
32628,False
32629,True
32630,False
32631,False
32632,False
32633,False
32634,False
32635,False
32636,False
32637,False
32638,False
32639,False
32640,False
32641,False
32642,False
32643,False
32644,False
32645,False
32646,False
32647,False
32648,False
32649,True
32650,False
32651,False
32652,False
32653,False
32654,False
32655,True
32656,False
32657,True
32658,False
32659,False
32660,False
32661,False
32662,False
32663,False
32664,False
32665,False
32666,False
32667,False
32668,False
32669,False
32670,True
32671,False
32672,False
32673,False
32674,False
32675,False
32676,False
32677,False
32678,False
32679,False
32680,False
32681,False
32682,False
32683,False
32684,False
32685,False
32686,False
32687,False
32688,False
32689,False
32690,False
32691,True
32692,False
32693,False
32694,False
32695,False
32696,False
32697,False
32698,False
32699,False
32700,False
32701,False
32702,False
32703,False
32704,False
32705,False
32706,False
32707,False
32708,False
32709,True
32710,False
32711,False
32712,False
32713,False
32714,False
32715,False
32716,False
32717,True
32718,False
32719,False
32720,False
32721,False
32722,False
32723,False
32724,False
32725,False
32726,False
32727,False
32728,False
32729,False
32730,False
32731,False
32732,False
32733,False
32734,False
32735,False
32736,False
32737,False
32738,False
32739,False
32740,False
32741,False
32742,False
32743,False
32744,False
32745,False
32746,False
32747,False
32748,True
32749,False
32750,False
32751,False
32752,False
32753,False
32754,False
32755,False
32756,True
32757,False
32758,False
32759,False
32760,True
32761,False
32762,False
32763,False
32764,False
32765,False
32766,False
32767,False
32768,False
32769,False
32770,True
32771,False
32772,False
32773,False
32774,False
32775,False
32776,False
32777,False
32778,False
32779,False
32780,False
32781,False
32782,False
32783,False
32784,False
32785,False
32786,False
32787,False
32788,True
32789,False
32790,True
32791,True
32792,False
32793,False
32794,False
32795,False
32796,False
32797,False
32798,False
32799,True
32800,False
32801,False
32802,False
32803,False
32804,False
32805,False
32806,False
32807,False
32808,False
32809,True
32810,False
32811,False
32812,True
32813,False
32814,False
32815,False
32816,False
32817,False
32818,False
32819,False
32820,False
32821,False
32822,True
32823,False
32824,True
32825,False
32826,False
32827,False
32828,False
32829,False
32830,False
32831,False
32832,False
32833,False
32834,False
32835,False
32836,False
32837,False
32838,False
32839,False
32840,False
32841,False
32842,False
32843,False
32844,False
32845,False
32846,False
32847,False
32848,False
32849,True
32850,False
32851,False
32852,False
32853,False
32854,False
32855,False
32856,False
32857,False
32858,True
32859,False
32860,False
32861,False
32862,False
32863,False
32864,False
32865,False
32866,False
32867,False
32868,False
32869,False
32870,True
32871,False
32872,False
32873,False
32874,False
32875,False
32876,False
32877,False
32878,False
32879,False
32880,False
32881,False
32882,False
32883,False
32884,False
32885,False
32886,False
32887,False
32888,False
32889,False
32890,False
32891,False
32892,False
32893,False
32894,False
32895,False
32896,False
32897,False
32898,False
32899,False
32900,False
32901,False
32902,False
32903,False
32904,False
32905,False
32906,False
32907,False
32908,False
32909,True
32910,False
32911,False
32912,False
32913,False
32914,False
32915,False
32916,False
32917,False
32918,False
32919,False
32920,False
32921,False
32922,False
32923,False
32924,False
32925,False
32926,False
32927,False
32928,False
32929,False
32930,False
32931,False
32932,False
32933,False
32934,False
32935,False
32936,False
32937,True
32938,False
32939,False
32940,False
32941,False
32942,False
32943,False
32944,False
32945,False
32946,False
32947,False
32948,False
32949,False
32950,False
32951,False
32952,True
32953,False
32954,False
32955,False
32956,False
32957,False
32958,False
32959,False
32960,False
32961,False
32962,False
32963,False
32964,False
32965,False
32966,False
32967,False
32968,False
32969,False
32970,False
32971,False
32972,True
32973,False
32974,False
32975,False
32976,False
32977,False
32978,False
32979,False
32980,False
32981,False
32982,False
32983,False
32984,False
32985,False
32986,False
32987,False
32988,False
32989,False
32990,False
32991,False
32992,False
32993,True
32994,False
32995,False
32996,False
32997,False
32998,False
32999,False
33000,False
33001,False
33002,False
33003,False
33004,False
33005,False
33006,False
33007,False
33008,False
33009,False
33010,True
33011,False
33012,False
33013,False
33014,False
33015,False
33016,False
33017,False
33018,False
33019,False
33020,False
33021,False
33022,False
33023,False
33024,False
33025,False
33026,False
33027,False
33028,False
33029,False
33030,False
33031,False
33032,False
33033,False
33034,False
33035,False
33036,False
33037,True
33038,False
33039,False
33040,False
33041,False
33042,False
33043,False
33044,False
33045,False
33046,False
33047,False
33048,False
33049,False
33050,False
33051,False
33052,False
33053,False
33054,False
33055,False
33056,False
33057,True
33058,True
33059,False
33060,False
33061,False
33062,False
33063,False
33064,False
33065,False
33066,False
33067,True
33068,False
33069,False
33070,False
33071,False
33072,False
33073,False
33074,False
33075,False
33076,False
33077,True
33078,False
33079,False
33080,False
33081,True
33082,False
33083,False
33084,False
33085,False
33086,False
33087,False
33088,False
33089,True
33090,False
33091,False
33092,False
33093,False
33094,False
33095,False
33096,False
33097,False
33098,True
33099,False
33100,False
33101,False
33102,False
33103,False
33104,False
33105,False
33106,False
33107,False
33108,False
33109,False
33110,False
33111,False
33112,False
33113,False
33114,False
33115,False
33116,False
33117,False
33118,False
33119,False
33120,False
33121,True
33122,False
33123,False
33124,True
33125,False
33126,False
33127,False
33128,False
33129,False
33130,False
33131,False
33132,False
33133,False
33134,False
33135,True
33136,False
33137,False
33138,False
33139,False
33140,False
33141,False
33142,False
33143,False
33144,False
33145,False
33146,False
33147,False
33148,False
33149,False
33150,False
33151,False
33152,False
33153,False
33154,False
33155,False
33156,False
33157,False
33158,False
33159,False
33160,False
33161,False
33162,False
33163,False
33164,False
33165,False
33166,False
33167,False
33168,False
33169,False
33170,False
33171,False
33172,False
33173,False
33174,False
33175,False
33176,False
33177,False
33178,False
33179,True
33180,False
33181,False
33182,False
33183,False
33184,False
33185,False
33186,False
33187,False
33188,False
33189,False
33190,False
33191,False
33192,False
33193,False
33194,False
33195,False
33196,False
33197,False
33198,False
33199,False
33200,False
33201,False
33202,False
33203,False
33204,False
33205,False
33206,False
33207,False
33208,False
33209,False
33210,False
33211,False
33212,False
33213,False
33214,False
33215,False
33216,False
33217,False
33218,False
33219,False
33220,False
33221,False
33222,False
33223,False
33224,False
33225,False
33226,False
33227,False
33228,False
33229,False
33230,False
33231,False
33232,False
33233,False
33234,False
33235,False
33236,False
33237,False
33238,False
33239,False
33240,False
33241,False
33242,False
33243,False
33244,False
33245,False
33246,False
33247,False
33248,False
33249,False
33250,False
33251,False
33252,False
33253,False
33254,False
33255,False
33256,False
33257,False
33258,False
33259,False
33260,False
33261,False
33262,False
33263,False
33264,False
33265,False
33266,False
33267,False
33268,False
33269,False
33270,False
33271,False
33272,False
33273,False
33274,False
33275,False
33276,False
33277,False
33278,False
33279,False
33280,False
33281,False
33282,False
33283,True
33284,False
33285,False
33286,False
33287,False
33288,False
33289,False
33290,False
33291,False
33292,False
33293,False
33294,False
33295,False
33296,False
33297,False
33298,True
33299,False
33300,False
33301,False
33302,False
33303,False
33304,False
33305,False
33306,False
33307,False
33308,False
33309,False
33310,False
33311,False
33312,True
33313,False
33314,False
33315,False
33316,False
33317,False
33318,False
33319,False
33320,False
33321,False
33322,False
33323,False
33324,False
33325,False
33326,False
33327,False
33328,False
33329,False
33330,True
33331,False
33332,False
33333,False
33334,False
33335,False
33336,False
33337,False
33338,False
33339,False
33340,False
33341,False
33342,False
33343,False
33344,False
33345,False
33346,False
33347,False
33348,True
33349,False
33350,False
33351,False
33352,False
33353,False
33354,False
33355,False
33356,False
33357,False
33358,False
33359,False
33360,False
33361,False
33362,False
33363,False
33364,False
33365,False
33366,False
33367,False
33368,False
33369,False
33370,False
33371,False
33372,False
33373,False
33374,False
33375,False
33376,False
33377,False
33378,False
33379,False
33380,False
33381,False
33382,False
33383,False
33384,False
33385,True
33386,False
33387,False
33388,False
33389,False
33390,False
33391,False
33392,True
33393,False
33394,False
33395,False
33396,False
33397,False
33398,False
33399,False
33400,False
33401,False
33402,False
33403,False
33404,False
33405,False
33406,True
33407,False
33408,False
33409,False
33410,False
33411,False
33412,False
33413,False
33414,False
33415,False
33416,False
33417,True
33418,False
33419,False
33420,False
33421,False
33422,False
33423,False
33424,False
33425,False
33426,False
33427,False
33428,False
33429,False
33430,False
33431,False
33432,False
33433,False
33434,False
33435,False
33436,False
33437,False
33438,True
33439,False
33440,False
33441,False
33442,False
33443,False
33444,False
33445,False
33446,True
33447,False
33448,False
33449,False
33450,False
33451,False
33452,False
33453,True
33454,False
33455,False
33456,True
33457,False
33458,False
33459,False
33460,False
33461,False
33462,False
33463,False
33464,False
33465,False
33466,False
33467,False
33468,False
33469,False
33470,False
33471,False
33472,False
33473,False
33474,False
33475,False
33476,False
33477,False
33478,False
33479,False
33480,False
33481,False
33482,False
33483,False
33484,False
33485,False
33486,False
33487,False
33488,False
33489,False
33490,False
33491,False
33492,False
33493,False
33494,False
33495,False
33496,False
33497,False
33498,False
33499,False
33500,False
33501,False
33502,False
33503,False
33504,False
33505,False
33506,False
33507,False
33508,False
33509,False
33510,False
33511,False
33512,False
33513,False
33514,False
33515,False
33516,False
33517,False
33518,False
33519,False
33520,False
33521,False
33522,False
33523,False
33524,False
33525,False
33526,False
33527,False
33528,False
33529,False
33530,False
33531,False
33532,False
33533,False
33534,False
33535,False
33536,False
33537,False
33538,False
33539,False
33540,False
33541,False
33542,False
33543,True
33544,False
33545,False
33546,False
33547,False
33548,False
33549,False
33550,False
33551,False
33552,False
33553,False
33554,False
33555,False
33556,False
33557,False
33558,False
33559,False
33560,False
33561,False
33562,False
33563,False
33564,False
33565,False
33566,False
33567,False
33568,False
33569,False
33570,False
33571,False
33572,False
33573,True
33574,False
33575,False
33576,False
33577,False
33578,False
33579,False
33580,False
33581,True
33582,False
33583,False
33584,False
33585,False
33586,False
33587,False
33588,False
33589,False
33590,False
33591,False
33592,False
33593,False
33594,False
33595,True
33596,False
33597,False
33598,False
33599,False
33600,False
33601,False
33602,False
33603,False
33604,False
33605,False
33606,False
33607,False
33608,True
33609,False
33610,False
33611,False
33612,False
33613,False
33614,False
33615,False
33616,False
33617,False
33618,False
33619,False
33620,False
33621,False
33622,False
33623,False
33624,False
33625,False
33626,False
33627,False
33628,True
33629,False
33630,False
33631,False
33632,False
33633,False
33634,False
33635,False
33636,False
33637,False
33638,False
33639,False
33640,False
33641,False
33642,False
33643,False
33644,False
33645,False
33646,False
33647,True
33648,False
33649,False
33650,False
33651,False
33652,False
33653,False
33654,False
33655,False
33656,False
33657,False
33658,True
33659,False
33660,False
33661,False
33662,False
33663,False
33664,False
33665,False
33666,False
33667,False
33668,False
33669,False
33670,False
33671,False
33672,False
33673,False
33674,False
33675,False
33676,False
33677,False
33678,True
33679,False
33680,False
33681,False
33682,False
33683,False
33684,False
33685,False
33686,True
33687,False
33688,False
33689,False
33690,False
33691,False
33692,True
33693,False
33694,False
33695,False
33696,False
33697,False
33698,False
33699,False
33700,False
33701,False
33702,False
33703,False
33704,False
33705,False
33706,False
33707,False
33708,False
33709,False
33710,False
33711,False
33712,False
33713,False
33714,False
33715,False
33716,False
33717,False
33718,False
33719,False
33720,False
33721,True
33722,False
33723,False
33724,False
33725,False
33726,False
33727,False
33728,False
33729,False
33730,False
33731,False
33732,False
33733,False
33734,False
33735,False
33736,False
33737,False
33738,True
33739,True
33740,False
33741,False
33742,False
33743,False
33744,False
33745,False
33746,False
33747,False
33748,False
33749,False
33750,True
33751,False
33752,False
33753,False
33754,False
33755,False
33756,True
33757,False
33758,False
33759,False
33760,False
33761,False
33762,False
33763,False
33764,False
33765,False
33766,False
33767,False
33768,False
33769,False
33770,False
33771,False
33772,False
33773,False
33774,False
33775,False
33776,False
33777,False
33778,False
33779,False
33780,False
33781,False
33782,False
33783,False
33784,False
33785,False
33786,False
33787,True
33788,False
33789,False
33790,False
33791,False
33792,False
33793,False
33794,False
33795,False
33796,False
33797,False
33798,False
33799,False
33800,False
33801,True
33802,True
33803,False
33804,False
33805,False
33806,False
33807,False
33808,False
33809,False
33810,False
33811,False
33812,False
33813,False
33814,False
33815,False
33816,False
33817,False
33818,False
33819,False
33820,False
33821,False
33822,False
33823,False
33824,False
33825,False
33826,False
33827,False
33828,False
33829,False
33830,False
33831,False
33832,False
33833,False
33834,False
33835,False
33836,False
33837,False
33838,False
33839,False
33840,False
33841,False
33842,False
33843,False
33844,False
33845,False
33846,False
33847,False
33848,False
33849,False
33850,False
33851,False
33852,False
33853,False
33854,False
33855,False
33856,False
33857,False
33858,True
33859,False
33860,False
33861,False
33862,False
33863,False
33864,False
33865,True
33866,False
33867,False
33868,False
33869,False
33870,False
33871,False
33872,False
33873,False
33874,False
33875,False
33876,False
33877,False
33878,False
33879,False
33880,False
33881,False
33882,False
33883,False
33884,False
33885,False
33886,False
33887,False
33888,False
33889,False
33890,True
33891,False
33892,False
33893,False
33894,False
33895,False
33896,False
33897,False
33898,False
33899,False
33900,False
33901,False
33902,False
33903,False
33904,False
33905,False
33906,False
33907,False
33908,False
33909,False
33910,False
33911,False
33912,False
33913,False
33914,False
33915,False
33916,False
33917,False
33918,False
33919,False
33920,False
33921,False
33922,False
33923,False
33924,False
33925,False
33926,False
33927,False
33928,False
33929,False
33930,False
33931,False
33932,False
33933,False
33934,False
33935,False
33936,False
33937,False
33938,False
33939,False
33940,False
33941,False
33942,False
33943,False
33944,True
33945,False
33946,False
33947,False
33948,False
33949,False
33950,False
33951,True
33952,False
33953,False
33954,False
33955,False
33956,False
33957,False
33958,False
33959,False
33960,False
33961,False
33962,False
33963,False
33964,False
33965,False
33966,False
33967,False
33968,False
33969,False
33970,False
33971,True
33972,False
33973,False
33974,False
33975,False
33976,False
33977,False
33978,False
33979,False
33980,False
33981,False
33982,False
33983,False
33984,False
33985,False
33986,False
33987,False
33988,False
33989,False
33990,False
33991,False
33992,False
33993,False
33994,False
33995,False
33996,False
33997,False
33998,False
33999,False
34000,False
34001,False
34002,False
34003,False
34004,True
34005,False
34006,False
34007,False
34008,False
34009,False
34010,False
34011,False
34012,False
34013,False
34014,False
34015,True
34016,False
34017,False
34018,False
34019,False
34020,False
34021,False
34022,False
34023,False
34024,False
34025,False
34026,False
34027,False
34028,False
34029,False
34030,False
34031,False
34032,True
34033,False
34034,False
34035,False
34036,False
34037,False
34038,False
34039,False
34040,False
34041,False
34042,False
34043,False
34044,False
34045,False
34046,False
34047,False
34048,False
34049,False
34050,False
34051,False
34052,False
34053,True
34054,False
34055,True
34056,False
34057,False
34058,False
34059,False
34060,False
34061,True
34062,False
34063,False
34064,False
34065,False
34066,False
34067,False
34068,True
34069,False
34070,False
34071,True
34072,False
34073,False
34074,False
34075,False
34076,False
34077,False
34078,False
34079,False
34080,False
34081,False
34082,False
34083,False
34084,False
34085,False
34086,False
34087,False
34088,False
34089,False
34090,False
34091,False
34092,False
34093,False
34094,False
34095,False
34096,False
34097,False
34098,True
34099,False
34100,False
34101,False
34102,False
34103,False
34104,True
34105,False
34106,False
34107,False
34108,False
34109,False
34110,False
34111,False
34112,False
34113,False
34114,False
34115,False
34116,False
34117,False
34118,False
34119,False
34120,False
34121,False
34122,False
34123,False
34124,False
34125,False
34126,True
34127,False
34128,True
34129,False
34130,False
34131,False
34132,False
34133,False
34134,False
34135,False
34136,False
34137,False
34138,False
34139,False
34140,True
34141,False
34142,False
34143,False
34144,False
34145,False
34146,False
34147,False
34148,False
34149,False
34150,False
34151,False
34152,False
34153,False
34154,False
34155,False
34156,False
34157,False
34158,False
34159,False
34160,False
34161,False
34162,False
34163,False
34164,False
34165,False
34166,False
34167,False
34168,False
34169,False
34170,False
34171,False
34172,False
34173,False
34174,False
34175,False
34176,True
34177,False
34178,False
34179,False
34180,False
34181,False
34182,False
34183,False
34184,False
34185,False
34186,False
34187,False
34188,False
34189,False
34190,False
34191,False
34192,False
34193,False
34194,True
34195,False
34196,False
34197,False
34198,False
34199,False
34200,False
34201,False
34202,False
34203,False
34204,False
34205,False
34206,True
34207,False
34208,False
34209,False
34210,False
34211,False
34212,False
34213,False
34214,False
34215,False
34216,False
34217,False
34218,False
34219,False
34220,False
34221,False
34222,True
34223,False
34224,False
34225,False
34226,False
34227,False
34228,False
34229,False
34230,True
34231,False
34232,False
34233,False
34234,False
34235,False
34236,False
34237,False
34238,False
34239,False
34240,False
34241,False
34242,False
34243,True
34244,False
34245,False
34246,False
34247,False
34248,False
34249,False
34250,False
34251,False
34252,False
34253,True
34254,False
34255,False
34256,False
34257,False
34258,False
34259,False
34260,False
34261,False
34262,False
34263,False
34264,False
34265,False
34266,False
34267,False
34268,False
34269,False
34270,False
34271,False
34272,False
34273,False
34274,False
34275,False
34276,False
34277,False
34278,False
34279,False
34280,False
34281,False
34282,False
34283,False
34284,False
34285,False
34286,False
34287,True
34288,False
34289,False
34290,False
34291,False
34292,False
34293,False
34294,False
34295,False
34296,False
34297,False
34298,False
34299,True
34300,False
34301,False
34302,False
34303,False
34304,False
34305,False
34306,False
34307,False
34308,False
34309,False
34310,False
34311,False
34312,False
34313,False
34314,False
34315,False
34316,False
34317,False
34318,False
34319,False
34320,False
34321,False
34322,False
34323,False
34324,False
34325,False
34326,False
34327,True
34328,False
34329,False
34330,False
34331,False
34332,False
34333,True
34334,False
34335,False
34336,False
34337,False
34338,False
34339,False
34340,False
34341,False
34342,False
34343,False
34344,False
34345,False
34346,False
34347,False
34348,False
34349,False
34350,False
34351,False
34352,False
34353,False
34354,False
34355,True
34356,False
34357,False
34358,False
34359,False
34360,False
34361,False
34362,False
34363,False
34364,False
34365,False
34366,False
34367,False
34368,False
34369,False
34370,False
34371,False
34372,False
34373,False
34374,False
34375,False
34376,False
34377,True
34378,False
34379,False
34380,False
34381,True
34382,False
34383,False
34384,False
34385,False
34386,False
34387,False
34388,False
34389,False
34390,False
34391,False
34392,False
34393,False
34394,True
34395,False
34396,False
34397,False
34398,False
34399,True
34400,False
34401,False
34402,False
34403,False
34404,False
34405,False
34406,False
34407,False
34408,False
34409,False
34410,False
34411,False
34412,False
34413,False
34414,False
34415,False
34416,True
34417,False
34418,False
34419,False
34420,False
34421,False
34422,False
34423,True
34424,False
34425,False
34426,False
34427,False
34428,False
34429,False
34430,False
34431,False
34432,False
34433,False
34434,False
34435,False
34436,False
34437,False
34438,False
34439,False
34440,False
34441,False
34442,False
34443,False
34444,False
34445,False
34446,False
34447,False
34448,False
34449,False
34450,False
34451,False
34452,False
34453,False
34454,False
34455,False
34456,False
34457,False
34458,False
34459,False
34460,False
34461,False
34462,False
34463,True
34464,False
34465,False
34466,False
34467,False
34468,False
34469,False
34470,False
34471,False
34472,False
34473,False
34474,False
34475,False
34476,False
34477,False
34478,False
34479,False
34480,False
34481,False
34482,False
34483,False
34484,False
34485,False
34486,False
34487,False
34488,False
34489,False
34490,False
34491,False
34492,True
34493,False
34494,False
34495,False
34496,False
34497,False
34498,False
34499,False
34500,False
34501,True
34502,True
34503,False
34504,False
34505,False
34506,False
34507,False
34508,False
34509,False
34510,False
34511,False
34512,False
34513,False
34514,False
34515,False
34516,False
34517,False
34518,False
34519,False
34520,False
34521,False
34522,False
34523,False
34524,False
34525,False
34526,False
34527,False
34528,False
34529,False
34530,False
34531,False
34532,False
34533,False
34534,False
34535,False
34536,False
34537,False
34538,False
34539,False
34540,False
34541,False
34542,False
34543,False
34544,False
34545,False
34546,False
34547,False
34548,False
34549,False
34550,False
34551,False
34552,False
34553,False
34554,False
34555,False
34556,False
34557,False
34558,False
34559,False
34560,False
34561,False
34562,False
34563,False
34564,False
34565,False
34566,False
34567,False
34568,True
34569,False
34570,False
34571,True
34572,False
34573,False
34574,False
34575,False
34576,False
34577,False
34578,False
34579,False
34580,False
34581,False
34582,False
34583,False
34584,False
34585,False
34586,False
34587,False
34588,False
34589,False
34590,False
34591,False
34592,False
34593,False
34594,True
34595,False
34596,False
34597,False
34598,False
34599,False
34600,False
34601,False
34602,False
34603,False
34604,False
34605,False
34606,False
34607,False
34608,False
34609,False
34610,False
34611,False
34612,False
34613,False
34614,False
34615,False
34616,False
34617,False
34618,False
34619,True
34620,False
34621,False
34622,False
34623,False
34624,False
34625,False
34626,False
34627,False
34628,False
34629,False
34630,True
34631,False
34632,False
34633,False
34634,False
34635,False
34636,False
34637,False
34638,False
34639,False
34640,False
34641,False
34642,False
34643,False
34644,False
34645,False
34646,False
34647,False
34648,False
34649,False
34650,False
34651,False
34652,False
34653,False
34654,False
34655,False
34656,True
34657,False
34658,False
34659,False
34660,False
34661,False
34662,False
34663,False
34664,False
34665,False
34666,False
34667,False
34668,False
34669,False
34670,False
34671,False
34672,False
34673,False
34674,False
34675,False
34676,True
34677,False
34678,False
34679,False
34680,False
34681,True
34682,False
34683,False
34684,False
34685,False
34686,False
34687,False
34688,False
34689,False
34690,False
34691,False
34692,False
34693,False
34694,False
34695,False
34696,True
34697,False
34698,False
34699,False
34700,False
34701,False
34702,False
34703,False
34704,False
34705,False
34706,True
34707,False
34708,False
34709,False
34710,False
34711,False
34712,False
34713,False
34714,True
34715,False
34716,True
34717,False
34718,False
34719,False
34720,False
34721,False
34722,False
34723,False
34724,False
34725,True
34726,False
34727,True
34728,False
34729,False
34730,False
34731,False
34732,False
34733,False
34734,False
34735,False
34736,False
34737,False
34738,False
34739,False
34740,False
34741,False
34742,False
34743,False
34744,False
34745,False
34746,False
34747,False
34748,False
34749,False
34750,False
34751,False
34752,False
34753,False
34754,False
34755,False
34756,True
34757,False
34758,False
34759,False
34760,False
